,valence_intensity,fear_intensity,anger_intensity,happiness_intensity,sadness_intensity,sentiment
3412,0.4305,0.5065000000000001,0.456,0.242,0.434,1
2115,0.54,0.306,0.382,0.318,0.3229999999999999,1
2428,0.614,0.281,0.316,0.4579999999999999,0.288,1
1248,0.5402499999999999,0.45675,0.36625,0.3505,0.39875,1
1797,0.4735,0.3625,0.3655,0.3315,0.346,1
437,0.253,0.6459999999999999,0.485,0.091,0.654,1
1746,0.5379999999999999,0.35,0.415,0.352,0.406,1
870,0.238,0.599,0.631,0.1159999999999999,0.569,1
1283,0.584,0.309,0.356,0.42,0.301,1
1790,0.565,0.4,0.3979999999999999,0.363,0.361,1
294,0.564,0.336,0.439,0.373,0.314,1
2097,0.5863333333333333,0.3526666666666667,0.3283333333333333,0.4096666666666666,0.334,1
1584,0.565,0.3585,0.38,0.318,0.348,1
3001,0.55,0.503,0.3979999999999999,0.358,0.384,1
2029,0.296,0.703,0.6,0.075,0.612,1
2073,0.523125,0.369,0.3764999999999999,0.35875,0.333875,1
2283,0.253,0.539,0.618,0.1009999999999999,0.524,1
1741,0.5589999999999999,0.287,0.321,0.499,0.2789999999999999,1
2032,0.5156666666666667,0.3919999999999999,0.363,0.3579999999999999,0.3423333333333334,1
2187,0.259,0.562,0.6709999999999999,0.2,0.497,1
2956,0.654,0.24,0.295,0.588,0.336,1
2115,0.518,0.3315,0.351,0.358,0.348,1
159,0.528,0.479,0.402,0.359,0.384,1
2065,0.5123333333333334,0.3416666666666666,0.359,0.3386666666666666,0.3426666666666667,1
1555,0.276,0.5489999999999999,0.644,0.086,0.579,1
492,0.5099999999999999,0.3813333333333333,0.3976666666666666,0.375,0.3436666666666666,1
784,0.5365,0.46,0.3814999999999999,0.3725,0.3825,1
2913,0.5579999999999999,0.3389999999999999,0.376,0.413,0.389,1
638,0.584,0.321,0.298,0.396,0.294,1
1215,0.4944999999999999,0.35325,0.40725,0.32425,0.3415,1
1518,0.534,0.392,0.3339999999999999,0.424,0.336,1
2261,0.633,0.3185,0.3765,0.46,0.3279999999999999,1
2478,0.5660000000000001,0.422,0.3329999999999999,0.444,0.372,1
1075,0.569,0.391,0.41,0.391,0.4,1
2316,0.523,0.456,0.376,0.3389999999999999,0.3879999999999999,1
657,0.58,0.368,0.336,0.4579999999999999,0.3279999999999999,1
528,0.563,0.304,0.314,0.373,0.348,1
2364,0.594,0.42,0.418,0.384,0.325,1
2549,0.706,0.3,0.342,0.514,0.266,1
426,0.546,0.246,0.406,0.434,0.302,1
1380,0.646,0.287,0.2985,0.504,0.296,1
494,0.568,0.262,0.244,0.376,0.36,1
467,0.541,0.309,0.381,0.384,0.33,1
3655,0.517,0.3425,0.38,0.381,0.364,1
1557,0.5123333333333334,0.4086666666666667,0.3596666666666666,0.363,0.4423333333333333,1
866,0.533,0.3553333333333333,0.345,0.3213333333333333,0.3466666666666667,1
93,0.528,0.489,0.336,0.3229999999999999,0.361,1
1373,0.551,0.374,0.297,0.331,0.315,1
1358,0.563,0.375,0.302,0.345,0.382,1
418,0.235,0.5720000000000001,0.716,0.118,0.607,1
1397,0.5660000000000001,0.441,0.357,0.408,0.346,1
985,0.542,0.431,0.39,0.381,0.4039999999999999,1
2998,0.613,0.259,0.238,0.484,0.2975,1
945,0.289,0.474,0.619,0.171,0.471,1
1481,0.542,0.3779999999999999,0.402,0.435,0.352,1
2510,0.526,0.3389999999999999,0.3879999999999999,0.387,0.31,1
2193,0.271,0.605,0.5660000000000001,0.192,0.648,1
517,0.693,0.317,0.36,0.532,0.283,1
1362,0.552,0.4529999999999999,0.3279999999999999,0.363,0.314,1
1966,0.532,0.3974999999999999,0.3695,0.3149999999999999,0.3455,1
401,0.536,0.3929999999999999,0.355,0.331,0.349,1
3017,0.27,0.524,0.623,0.111,0.562,1
2205,0.549,0.3235,0.356,0.3705,0.3225,1
143,0.5489999999999999,0.3979999999999999,0.35,0.3329999999999999,0.313,1
1338,0.591,0.324,0.29,0.43,0.3429999999999999,1
852,0.5195,0.38575,0.36525,0.33225,0.368,1
1483,0.57,0.4479999999999999,0.3329999999999999,0.431,0.366,1
3631,0.5549999999999999,0.3195,0.359,0.411,0.325,1
1004,0.52,0.404,0.3714999999999999,0.3635,0.3605,1
1846,0.297,0.4589999999999999,0.617,0.212,0.51,1
1892,0.555,0.3929999999999999,0.414,0.3879999999999999,0.353,1
3426,0.246,0.584,0.738,0.129,0.56,1
4086,0.6679999999999999,0.2294999999999999,0.3229999999999999,0.5265,0.247,1
1463,0.5299999999999999,0.3796666666666666,0.4096666666666666,0.3671666666666666,0.3428333333333333,1
3942,0.579,0.313,0.29,0.3929999999999999,0.302,1
1995,0.296,0.5529999999999999,0.59,0.115,0.5529999999999999,1
2469,0.4923333333333334,0.3617777777777778,0.3932222222222223,0.368,0.365,1
1339,0.5569999999999999,0.4044999999999999,0.3625,0.4279999999999999,0.331,1
2131,0.521,0.4679999999999999,0.42,0.356,0.373,1
402,0.624,0.263,0.3279999999999999,0.4479999999999999,0.327,1
1374,0.542,0.4419999999999999,0.3645,0.3665,0.3545,1
155,0.299,0.675,0.5589999999999999,0.134,0.58,1
63,0.4105,0.4629999999999999,0.5449999999999999,0.2165,0.4555,1
765,0.55,0.4045,0.3545,0.3915,0.34825,1
1397,0.546,0.473,0.434,0.375,0.342,1
1757,0.525,0.478,0.354,0.355,0.357,1
2904,0.608,0.352,0.316,0.37,0.291,1
1552,0.5770000000000001,0.361,0.335,0.364,0.3389999999999999,1
425,0.527,0.35,0.418,0.341,0.375,1
1205,0.532,0.3939999999999999,0.356,0.346,0.374,1
3626,0.58,0.316,0.337,0.42,0.322,1
2687,0.754,0.243,0.314,0.6,0.217,1
972,0.722,0.264,0.292,0.519,0.2739999999999999,1
801,0.529,0.479,0.348,0.31,0.382,1
663,0.5820000000000001,0.308,0.305,0.426,0.308,1
501,0.535,0.346,0.4004999999999999,0.378,0.372,1
3050,0.58,0.409,0.35,0.414,0.335,1
5,0.584,0.375,0.439,0.409,0.326,1
20,0.5579999999999999,0.357,0.3289999999999999,0.415,0.359,1
2255,0.2585,0.514,0.649,0.114,0.5555,1
1551,0.722,0.1969999999999999,0.257,0.568,0.31,1
1898,0.523,0.445,0.3939999999999999,0.39,0.414,1
2614,0.534,0.371,0.3879999999999999,0.3929999999999999,0.3289999999999999,1
5,0.5015000000000001,0.36,0.3835,0.3455,0.364,1
132,0.647,0.309,0.312,0.466,0.302,1
53,0.537,0.471,0.432,0.392,0.409,1
1743,0.5569999999999999,0.355,0.346,0.3904999999999999,0.3389999999999999,1
594,0.5634,0.3787999999999999,0.3482,0.3986,0.36,1
2652,0.59,0.319,0.335,0.501,0.293,1
1032,0.6065,0.2694999999999999,0.355,0.4655,0.2855,1
254,0.207,0.588,0.586,0.127,0.654,1
1863,0.752,0.179,0.26,0.6559999999999999,0.256,1
618,0.579,0.4479999999999999,0.356,0.421,0.356,1
1259,0.5539999999999999,0.4479999999999999,0.325,0.341,0.368,1
1450,0.595,0.382,0.337,0.382,0.294,1
2714,0.528,0.391,0.419,0.426,0.36,1
1187,0.267,0.485,0.593,0.158,0.504,1
1235,0.5276666666666667,0.4053333333333333,0.3836666666666667,0.3553333333333333,0.3458333333333332,1
1274,0.5775,0.3485,0.3844999999999999,0.3975,0.282,1
29,0.5529999999999999,0.397,0.3389999999999999,0.326,0.349,1
2934,0.5185,0.3575,0.3714999999999999,0.3215,0.345,1
416,0.532,0.437,0.3979999999999999,0.353,0.43,1
644,0.271,0.564,0.584,0.096,0.578,1
2282,0.53,0.372,0.318,0.433,0.406,1
1182,0.561,0.364,0.442,0.432,0.327,1
1905,0.26,0.539,0.5760000000000001,0.103,0.52,1
1054,0.5225,0.415,0.356125,0.38525,0.370125,1
2742,0.53,0.3472499999999999,0.35975,0.3239999999999999,0.3567499999999999,1
1003,0.552,0.327,0.413,0.313,0.326,1
114,0.5455000000000001,0.4215,0.358,0.3525,0.3784999999999999,1
102,0.523,0.39,0.405,0.325,0.337,1
3160,0.5145000000000001,0.374,0.395,0.3834999999999999,0.3755,1
2261,0.3596666666666667,0.4176666666666667,0.5073333333333333,0.216,0.48,1
1475,0.525,0.37,0.364,0.37,0.376,1
158,0.281,0.6729999999999999,0.551,0.221,0.61,1
2390,0.59,0.359,0.3829999999999999,0.38,0.3329999999999999,1
219,0.552,0.4263333333333333,0.427,0.4076666666666667,0.4059999999999999,1
200,0.5710000000000001,0.254,0.322,0.498,0.301,1
358,0.542,0.492,0.395,0.303,0.42,1
1263,0.528,0.359,0.369,0.3475,0.3195,1
2701,0.6034999999999999,0.4215,0.3505,0.4045,0.3429999999999999,1
1271,0.557,0.358,0.384,0.42,0.374,1
6,0.574,0.379,0.4539999999999999,0.39,0.3829999999999999,1
1210,0.534,0.331,0.382,0.357,0.337,1
956,0.568,0.357,0.363,0.341,0.342,1
984,0.5725,0.334,0.3635,0.419,0.3655,1
226,0.27,0.588,0.5429999999999999,0.235,0.574,1
2189,0.272,0.562,0.6759999999999999,0.158,0.52,1
2671,0.5406666666666667,0.3859999999999999,0.3416666666666666,0.3273333333333333,0.3536666666666667,1
1337,0.53425,0.37975,0.3532499999999999,0.32725,0.362,1
960,0.57,0.456,0.34,0.3929999999999999,0.349,1
2059,0.536,0.34,0.449,0.41,0.413,1
973,0.536,0.264,0.3229999999999999,0.368,0.28,1
1388,0.4603333333333334,0.4783333333333333,0.4463333333333333,0.3113333333333333,0.4559999999999999,1
778,0.5133333333333333,0.3513333333333333,0.4123333333333334,0.3803333333333333,0.3703333333333333,1
2199,0.262,0.767,0.5489999999999999,0.1669999999999999,0.6659999999999999,1
1266,0.5275000000000001,0.319,0.365,0.37,0.3585,1
2778,0.555,0.346,0.376,0.419,0.376,1
2313,0.5175000000000001,0.3465,0.3625,0.389,0.3329999999999999,1
1837,0.625,0.265,0.347,0.412,0.307,1
1704,0.5573333333333333,0.38,0.3283333333333333,0.3836666666666666,0.3246666666666666,1
1787,0.526,0.386,0.345,0.331,0.276,1
446,0.539,0.359,0.34,0.381,0.346,1
2833,0.585,0.317,0.294,0.392,0.298,1
1975,0.5425,0.4429999999999999,0.4024999999999999,0.3964999999999999,0.3885,1
2647,0.546,0.419,0.336,0.3379999999999999,0.391,1
2226,0.5820000000000001,0.31,0.296,0.412,0.316,1
314,0.27,0.6920000000000001,0.5870000000000001,0.118,0.589,1
898,0.5539999999999999,0.442,0.426,0.3279999999999999,0.35,1
1421,0.5479999999999999,0.387,0.322,0.38,0.3289999999999999,1
2360,0.5329999999999999,0.3974999999999999,0.3775,0.3409999999999999,0.376,1
2503,0.524,0.4315,0.361,0.3545,0.3685,1
511,0.5655,0.4455,0.3369999999999999,0.353,0.3595,1
2684,0.288,0.503,0.636,0.124,0.556,1
247,0.483,0.3983333333333334,0.3533333333333333,0.3943333333333332,0.3946666666666666,1
601,0.526,0.317,0.299,0.324,0.262,1
633,0.5840000000000001,0.3605,0.38325,0.4225,0.3605,1
228,0.275,0.544,0.5489999999999999,0.1169999999999999,0.499,1
1660,0.528,0.3075,0.347,0.3615,0.3535,1
85,0.525,0.3229999999999999,0.335,0.3329999999999999,0.3339999999999999,1
1250,0.5329999999999999,0.436,0.359,0.31,0.367,1
1513,0.5770000000000001,0.336,0.342,0.452,0.366,1
2325,0.62,0.31,0.344,0.452,0.326,1
1106,0.54,0.428,0.375,0.346,0.355,1
566,0.4215,0.532,0.4895,0.274,0.4679999999999999,1
3298,0.635,0.327,0.332,0.414,0.2739999999999999,1
1482,0.542,0.428,0.3989999999999999,0.362,0.341,1
1400,0.5429999999999999,0.289,0.351,0.422,0.324,1
160,0.4205,0.4475,0.512,0.2244999999999999,0.436,1
27,0.569,0.316,0.33,0.362,0.299,1
1647,0.6083333333333333,0.315,0.309,0.4233333333333333,0.298,1
1660,0.5489999999999999,0.362,0.361,0.428,0.371,1
2244,0.59,0.42,0.345,0.345,0.349,1
713,0.5285,0.3434999999999999,0.374,0.3844999999999999,0.3295,1
1127,0.5710000000000001,0.449,0.358,0.374,0.353,1
1271,0.516,0.337,0.3572499999999999,0.3682499999999999,0.352,1
1985,0.626,0.3824999999999999,0.2754999999999999,0.479,0.32,1
1029,0.547,0.358,0.359,0.436,0.353,1
556,0.5675,0.4024999999999999,0.4044999999999999,0.4329999999999999,0.377,1
219,0.522,0.444,0.372,0.405,0.385,1
774,0.578,0.322,0.37,0.3779999999999999,0.291,1
806,0.525,0.356,0.417,0.3829999999999999,0.382,1
635,0.607,0.285,0.288,0.429,0.242,1
1293,0.531,0.353,0.3279999999999999,0.3779999999999999,0.349,1
1872,0.555,0.456,0.4,0.374,0.344,1
1086,0.509,0.3333333333333333,0.37,0.3376666666666666,0.346,1
42,0.289,0.512,0.515,0.134,0.5539999999999999,1
1175,0.291,0.423,0.557,0.178,0.484,1
1966,0.826,0.2339999999999999,0.24,0.752,0.192,1
2669,0.551,0.3245714285714286,0.316,0.39,0.285,1
448,0.578,0.336,0.3879999999999999,0.342,0.335,1
633,0.3,0.449,0.565,0.215,0.502,1
3318,0.272,0.685,0.5589999999999999,0.212,0.631,1
2751,0.638,0.3229999999999999,0.297,0.461,0.303,1
926,0.56,0.414,0.366,0.352,0.372,1
1072,0.62,0.322,0.351,0.449,0.296,1
1905,0.561,0.34,0.3389999999999999,0.405,0.281,1
2861,0.544,0.3915,0.431,0.3399999999999999,0.3704999999999999,1
1749,0.55,0.374,0.358,0.35,0.3,1
496,0.643,0.286,0.364,0.439,0.27,1
1656,0.5300000000000001,0.419,0.4323333333333333,0.3716666666666666,0.3596666666666666,1
1634,0.288,0.54,0.5920000000000001,0.139,0.529,1
1844,0.565,0.422,0.381,0.348,0.326,1
2219,0.5501666666666667,0.4011666666666666,0.385,0.3786666666666666,0.3713333333333333,1
1663,0.54,0.375,0.363,0.326,0.332,1
2444,0.527,0.37275,0.38375,0.3475,0.36675,1
1566,0.575111111111111,0.3247777777777778,0.2981111111111111,0.3986666666666666,0.315,1
451,0.297,0.5,0.497,0.1689999999999999,0.492,1
1820,0.572,0.394,0.3535,0.3889999999999999,0.339,1
1616,0.614,0.3389999999999999,0.29,0.405,0.314,1
2613,0.5172000000000001,0.4669999999999999,0.3528,0.3807999999999999,0.3571999999999999,1
1991,0.5770000000000001,0.248,0.255,0.363,0.283,1
304,0.56,0.3929999999999999,0.406,0.3375,0.3615,1
1251,0.526,0.501,0.423,0.309,0.3389999999999999,1
247,0.4035,0.451,0.4649999999999999,0.2415,0.4009999999999999,1
1668,0.237,0.5760000000000001,0.6940000000000001,0.128,0.59,1
1847,0.5539999999999999,0.32,0.348,0.424,0.368,1
3833,0.614,0.386,0.3429999999999999,0.441,0.345,1
3321,0.288,0.486,0.5820000000000001,0.223,0.496,1
88,0.5218,0.3747999999999999,0.3598,0.3572,0.3653999999999999,1
2946,0.552,0.406,0.368,0.351,0.349,1
2318,0.51525,0.398875,0.35825,0.3359999999999999,0.35625,1
95,0.5489999999999999,0.367,0.337,0.355,0.374,1
374,0.272,0.607,0.7170000000000001,0.05,0.5589999999999999,1
2478,0.5539999999999999,0.375,0.342,0.373,0.358,1
350,0.226,0.507,0.695,0.093,0.545,1
2340,0.5920000000000001,0.26,0.316,0.431,0.271,1
1059,0.254,0.66,0.688,0.1119999999999999,0.613,1
242,0.5299999999999999,0.362,0.357,0.391,0.3166666666666666,1
728,0.593,0.381,0.417,0.3879999999999999,0.353,1
1554,0.579,0.357,0.362,0.421,0.33,1
590,0.545,0.424,0.337,0.32,0.348,1
2151,0.555,0.38,0.351,0.3379999999999999,0.3329999999999999,1
191,0.546,0.487,0.396,0.365,0.389,1
627,0.5555,0.3934999999999999,0.3695,0.4495,0.3825,1
1698,0.21,0.637,0.6920000000000001,0.098,0.7120000000000001,1
907,0.5555,0.40875,0.3585,0.393,0.32375,1
1047,0.524,0.46,0.432,0.395,0.427,1
1790,0.618,0.352,0.354,0.476,0.3389999999999999,1
1291,0.5536666666666666,0.4623333333333333,0.357,0.4113333333333333,0.3806666666666666,1
412,0.632,0.3979999999999999,0.375,0.4529999999999999,0.362,1
1343,0.527,0.354,0.364,0.433,0.28,1
896,0.4805,0.4785,0.4465,0.3165,0.4399999999999999,1
1472,0.534,0.3279999999999999,0.362,0.384,0.32,1
1314,0.598,0.395,0.367,0.44,0.336,1
2380,0.569,0.358,0.3829999999999999,0.405,0.3695,1
775,0.54,0.358,0.348,0.345,0.358,1
2616,0.5565,0.5035,0.38,0.381,0.3845,1
833,0.675,0.313,0.305,0.526,0.25,1
1749,0.523,0.281,0.39,0.3429999999999999,0.311,1
938,0.595,0.35,0.35,0.445,0.242,1
2709,0.527,0.294,0.381,0.3979999999999999,0.2689999999999999,1
791,0.631,0.2339999999999999,0.265,0.494,0.321,1
270,0.5405,0.3695,0.416,0.371,0.3655,1
1678,0.634,0.321,0.311,0.367,0.367,1
536,0.293,0.513,0.679,0.198,0.525,1
2036,0.53,0.477,0.386,0.289,0.381,1
1637,0.6403333333333333,0.2769999999999999,0.2636666666666666,0.4353333333333333,0.2956666666666667,1
2010,0.554,0.371,0.3359999999999999,0.351,0.3299999999999999,1
2307,0.539,0.3939999999999999,0.375,0.374,0.336,1
947,0.551,0.342,0.3229999999999999,0.33,0.309,1
2295,0.5479999999999999,0.484,0.355,0.361,0.371,1
2267,0.5660000000000001,0.35,0.3879999999999999,0.39,0.351,1
1903,0.69,0.281,0.321,0.5479999999999999,0.264,1
15,0.5055000000000001,0.3335,0.384,0.3525,0.3259999999999999,1
237,0.522,0.3468,0.3882,0.3614,0.3256,1
1260,0.608,0.355,0.3779999999999999,0.477,0.348,1
668,0.5249999999999999,0.3964999999999999,0.417,0.3964999999999999,0.4034999999999999,1
1443,0.535,0.372,0.3289999999999999,0.36,0.3829999999999999,1
1136,0.5199999999999999,0.4032,0.3606,0.3548,0.3314,1
2235,0.562,0.386,0.365,0.3389999999999999,0.293,1
1107,0.48,0.4684999999999999,0.41475,0.34275,0.43075,1
3651,0.527,0.371,0.387,0.357,0.376,1
2887,0.545,0.362,0.364,0.38,0.342,1
342,0.628,0.416,0.342,0.451,0.278,1
1154,0.532,0.324,0.385,0.402,0.311,1
1502,0.531,0.371,0.315,0.358,0.373,1
1830,0.526,0.367,0.319,0.3379999999999999,0.289,1
2508,0.525,0.4316666666666667,0.348,0.346,0.3366666666666666,1
1951,0.5509999999999999,0.3805,0.3755,0.4004999999999999,0.3265,1
1705,0.624,0.324,0.369,0.429,0.297,1
2667,0.536,0.407,0.3625,0.3879999999999999,0.3795,1
1056,0.562,0.39,0.3399999999999999,0.383,0.3675,1
817,0.5666666666666667,0.413,0.3309999999999999,0.3943333333333333,0.3446666666666667,1
2871,0.5329999999999999,0.357,0.287,0.366,0.348,1
1603,0.534,0.452,0.406,0.325,0.379,1
525,0.18,0.515,0.8140000000000001,0.182,0.578,1
1662,0.5920000000000001,0.363,0.34,0.312,0.366,1
1288,0.5539999999999999,0.442,0.356,0.3229999999999999,0.3429999999999999,1
3262,0.523,0.4536666666666666,0.3786666666666667,0.3276666666666666,0.3823333333333333,1
2170,0.573,0.306,0.327,0.416,0.318,1
702,0.5395,0.3665,0.4085,0.35,0.3495,1
2162,0.55,0.455,0.356,0.364,0.301,1
3069,0.588,0.342,0.376,0.428,0.301,1
1165,0.5688571428571428,0.4137142857142857,0.353,0.3715714285714285,0.355,1
49,0.675,0.135,0.211,0.496,0.1639999999999999,1
2225,0.5026666666666667,0.3473333333333334,0.3767777777777777,0.33,0.3681111111111111,1
447,0.5953333333333334,0.309,0.392,0.5043333333333334,0.3213333333333333,1
1504,0.528,0.4085,0.3814999999999999,0.3415,0.3475,1
1143,0.526,0.344,0.377,0.352,0.33,1
1869,0.257,0.618,0.669,0.099,0.603,1
3246,0.5425,0.3765,0.398,0.383,0.369,1
2091,0.526,0.37,0.305,0.359,0.313,1
2631,0.5329999999999999,0.3929999999999999,0.423,0.367,0.397,1
785,0.544,0.354,0.391,0.295,0.405,1
2302,0.627,0.377,0.385,0.525,0.332,1
218,0.5215714285714286,0.3914285714285714,0.3845714285714285,0.3608571428571428,0.3737142857142857,1
110,0.609,0.3565,0.3349999999999999,0.4674999999999999,0.343,1
2904,0.2,0.72,0.6920000000000001,0.043,0.618,1
8,0.601,0.346,0.366,0.4429999999999999,0.346,1
1752,0.528,0.377,0.336,0.302,0.313,1
1845,0.521,0.4629999999999999,0.342,0.3329999999999999,0.377,1
452,0.524,0.33,0.3939999999999999,0.382,0.3289999999999999,1
2227,0.52725,0.3805,0.3615,0.369,0.349,1
474,0.535,0.384,0.364,0.376,0.3329999999999999,1
1799,0.5186,0.3758,0.4108,0.3386,0.3698,1
592,0.53,0.574,0.4029999999999999,0.309,0.45,1
2245,0.515,0.3515,0.416,0.4035,0.3714999999999999,1
894,0.5455000000000001,0.432,0.403,0.3965,0.3855,1
2017,0.5660000000000001,0.477,0.3279999999999999,0.3989999999999999,0.366,1
2154,0.534,0.362,0.411,0.406,0.341,1
1315,0.614,0.39,0.4039999999999999,0.456,0.3879999999999999,1
2071,0.58,0.4252499999999999,0.354,0.4245,0.34125,1
608,0.7020000000000001,0.206,0.247,0.584,0.193,1
2666,0.623,0.376,0.41,0.4379999999999999,0.314,1
1705,0.5115000000000001,0.315,0.3934999999999999,0.3615,0.3215,1
1134,0.5539999999999999,0.354,0.348,0.37,0.282,1
1364,0.552,0.305,0.374,0.433,0.317,1
2351,0.5335000000000001,0.4695,0.329,0.367,0.3924999999999999,1
639,0.415,0.5213333333333333,0.432,0.2583333333333333,0.5076666666666667,1
1948,0.6579999999999999,0.384,0.294,0.509,0.307,1
938,0.561,0.396,0.375,0.397,0.369,1
2468,0.5760000000000001,0.342,0.376,0.418,0.298,1
3373,0.5325,0.438,0.36,0.3255,0.3465,1
1519,0.578,0.332,0.3533333333333333,0.4046666666666667,0.307,1
1023,0.5315714285714285,0.4022857142857142,0.3718571428571429,0.3852857142857143,0.3535714285714286,1
3238,0.504,0.3399999999999999,0.4054999999999999,0.4329999999999999,0.3125,1
1437,0.574,0.3775,0.3825,0.3645,0.3385,1
2825,0.607,0.318,0.314,0.508,0.366,1
372,0.621,0.2689999999999999,0.3339999999999999,0.449,0.282,1
841,0.58,0.405,0.361,0.387,0.38,1
2048,0.506,0.4365,0.3964999999999999,0.412,0.3925,1
2209,0.568,0.38,0.336,0.409,0.36,1
1385,0.583,0.322,0.311,0.39,0.271,1
2068,0.5579999999999999,0.3779999999999999,0.3939999999999999,0.307,0.336,1
1011,0.285,0.493,0.496,0.136,0.585,1
1264,0.589,0.357,0.265,0.506,0.39,1
1174,0.539,0.391,0.387,0.3929999999999999,0.351,1
1468,0.5555,0.444,0.4085,0.4075,0.4225,1
493,0.6236666666666667,0.3303333333333333,0.321,0.4396666666666667,0.311,1
2651,0.502,0.3705,0.4034999999999999,0.3755,0.394,1
2054,0.581,0.349,0.363,0.426,0.354,1
1114,0.5870000000000001,0.285,0.322,0.411,0.291,1
2800,0.674,0.319,0.292,0.523,0.3279999999999999,1
1297,0.271,0.511,0.6920000000000001,0.1119999999999999,0.539,1
2655,0.266,0.57,0.57,0.091,0.5429999999999999,1
745,0.603,0.444,0.273,0.366,0.3,1
1628,0.5710000000000001,0.295,0.38,0.505,0.3229999999999999,1
1699,0.606,0.2739999999999999,0.3339999999999999,0.4429999999999999,0.3329999999999999,1
173,0.297,0.569,0.624,0.1689999999999999,0.575,1
270,0.288,0.648,0.588,0.139,0.574,1
1146,0.531,0.374,0.452,0.358,0.374,1
597,0.526,0.352,0.358,0.3879999999999999,0.325,1
1978,0.623,0.4,0.433,0.477,0.318,1
79,0.722,0.27,0.308,0.569,0.253,1
1401,0.536,0.381,0.401,0.426,0.392,1
2696,0.5535,0.424,0.397,0.3765,0.3605,1
2175,0.527,0.273,0.332,0.319,0.341,1
2381,0.5475,0.379,0.38,0.3305,0.3625,1
787,0.581,0.288,0.336,0.379,0.3389999999999999,1
1040,0.667,0.176,0.263,0.5,0.233,1
1274,0.5086666666666667,0.3866666666666667,0.3979999999999999,0.3553333333333333,0.3986666666666667,1
423,0.615,0.306,0.319,0.4539999999999999,0.247,1
808,0.638,0.3379999999999999,0.31,0.4629999999999999,0.3379999999999999,1
2438,0.58,0.483,0.411,0.455,0.412,1
1017,0.659,0.316,0.286,0.494,0.254,1
1,0.291,0.684,0.528,0.237,0.555,1
1211,0.591,0.3879999999999999,0.376,0.405,0.337,1
2566,0.575,0.377,0.413,0.462,0.322,1
1285,0.4926,0.3628,0.3822,0.3424,0.3492,1
1161,0.595,0.4155,0.3,0.384,0.288,1
299,0.547,0.4379999999999999,0.374,0.3989999999999999,0.412,1
2658,0.5395000000000001,0.458,0.3804999999999999,0.3744999999999999,0.3775,1
1569,0.563,0.431,0.306,0.3339999999999999,0.336,1
959,0.636,0.377,0.324,0.384,0.296,1
326,0.624,0.171,0.261,0.517,0.318,1
1307,0.5329999999999999,0.405,0.396,0.4039999999999999,0.358,1
200,0.6345000000000001,0.241,0.246,0.4669999999999999,0.2194999999999999,1
279,0.523,0.283,0.395,0.364,0.319,1
1296,0.521,0.366,0.384,0.35,0.32,1
1993,0.568,0.452,0.282,0.342,0.341,1
912,0.5796666666666667,0.355,0.355,0.4243333333333334,0.2783333333333333,1
761,0.507,0.386,0.379,0.389,0.3419999999999999,1
934,0.5375,0.481,0.3205,0.3325,0.363,1
41,0.669,0.272,0.286,0.521,0.245,1
1450,0.56,0.375,0.3365,0.3095,0.316,1
1826,0.253,0.524,0.634,0.057,0.528,1
2864,0.525,0.557,0.396,0.313,0.411,1
2697,0.614,0.327,0.364,0.466,0.307,1
41,0.586,0.289,0.375,0.3779999999999999,0.318,1
1088,0.5339090909090909,0.4385454545454545,0.3424545454545455,0.3616363636363636,0.3677272727272728,1
868,0.5489999999999999,0.331,0.359,0.3929999999999999,0.342,1
1386,0.613,0.313,0.327,0.476,0.331,1
881,0.528,0.402,0.3939999999999999,0.364,0.424,1
1914,0.5379999999999999,0.367,0.326,0.3429999999999999,0.331,1
1907,0.556,0.375,0.3929999999999999,0.3829999999999999,0.374,1
1560,0.583,0.152,0.254,0.344,0.244,1
260,0.617,0.369,0.349,0.4639999999999999,0.3389999999999999,1
2656,0.524,0.407,0.412,0.362,0.349,1
1515,0.537,0.441,0.391,0.351,0.344,1
328,0.596,0.376,0.3329999999999999,0.3,0.278,1
1219,0.547,0.384,0.4039999999999999,0.411,0.3279999999999999,1
2834,0.271,0.659,0.616,0.182,0.635,1
2816,0.5379999999999999,0.37,0.3779999999999999,0.337,0.263,1
1336,0.532,0.38,0.39,0.38,0.296,1
1189,0.573,0.347,0.375,0.407,0.351,1
3916,0.536,0.362,0.4265,0.3874999999999999,0.3405,1
2248,0.565,0.397,0.32,0.3779999999999999,0.314,1
1116,0.539,0.488,0.354,0.379,0.369,1
1357,0.1969999999999999,0.5660000000000001,0.674,0.118,0.573,1
2456,0.58,0.423,0.427,0.43,0.401,1
2276,0.5660000000000001,0.315,0.365,0.414,0.337,1
1115,0.5900000000000001,0.417,0.314,0.4065,0.333,1
2776,0.5409999999999999,0.4335,0.397,0.42,0.382,1
743,0.5534999999999999,0.372,0.3725,0.3735,0.314,1
1080,0.595,0.364,0.432,0.392,0.355,1
1579,0.542,0.3289999999999999,0.3774999999999999,0.39,0.3405,1
513,0.541,0.319,0.444,0.369,0.374,1
466,0.541,0.352,0.381,0.375,0.357,1
418,0.552,0.348,0.3545,0.353,0.3339999999999999,1
1375,0.589,0.324,0.387,0.42,0.302,1
2766,0.532,0.518,0.386,0.351,0.385,1
1056,0.528,0.326,0.455,0.385,0.363,1
2639,0.5278333333333333,0.3808333333333333,0.4059999999999999,0.3715,0.358,1
217,0.652,0.287,0.294,0.501,0.284,1
